t	desired	actual	limit	b-cast	f-avg	f-sdev	f-g0	f-g1	f-g2	f-g3	f-g4	f-g5	f-g6	f-g7	f-g8	f-g9	d-g0	g0	d-g1	g1	d-g2	g2	d-g3	g3	d-g4	g4	d-g5	g5	d-g6	g6	d-g7	g7	d-g8	g8	d-g9	g9	
685	816	630	 600	7	0.86	0.07	0.78	0.91	0.90	0.89	0.86	0.96	0.84	0.83	0.89	0.68	51	40	47	43	39	35	38	34	66	57	23	22	45	38	54	45	35	31	418	285	
686	827	632	 600	4	0.84	0.07	0.88	0.82	0.84	0.89	0.83	0.91	0.81	0.84	0.94	0.66	48	42	55	45	44	37	53	47	65	54	34	31	59	48	51	43	36	34	382	251	
687	789	599	 600	7	0.84	0.09	0.79	0.82	0.94	0.93	0.80	0.88	0.75	0.81	0.96	0.66	63	50	51	42	34	32	44	41	66	53	43	38	61	46	52	42	27	26	348	229	
688	801	600	 600	7	0.83	0.08	0.78	0.89	0.86	0.88	0.78	0.92	0.80	0.78	0.91	0.66	55	43	37	33	50	43	52	46	55	43	37	34	60	48	37	29	22	20	396	261	
689	864	652	 600	8	0.81	0.07	0.76	0.84	0.88	0.87	0.83	0.89	0.80	0.76	0.86	0.66	71	54	50	42	57	50	52	45	64	53	46	41	60	48	42	32	44	38	378	249	
690	774	578	 600	5	0.82	0.08	0.73	0.95	0.80	0.88	0.80	0.90	0.75	0.88	0.85	0.65	56	41	37	35	44	35	50	44	59	47	41	37	59	44	40	35	33	28	355	232	
691	804	595	 600	4	0.81	0.07	0.77	0.89	0.78	0.82	0.80	0.88	0.84	0.79	0.90	0.65	70	54	36	32	50	39	50	41	49	39	26	23	45	38	58	46	41	37	379	246	
692	832	615	 600	5	0.79	0.07	0.74	0.80	0.76	0.86	0.78	0.85	0.76	0.81	0.92	0.66	57	42	41	33	58	44	44	38	80	62	47	40	49	37	57	46	37	34	362	239	
693	860	636	 600	8	0.82	0.08	0.77	0.83	0.76	0.84	0.84	0.97	0.79	0.83	0.87	0.66	70	54	48	40	50	38	45	38	43	36	32	31	63	50	30	25	38	33	441	291	
694	802	587	 600	5	0.80	0.09	0.67	0.86	0.75	0.84	0.80	0.95	0.76	0.77	0.91	0.66	58	39	44	38	60	45	45	38	55	44	39	37	49	37	56	43	23	21	373	245	
695	718	538	 600	4	0.82	0.08	0.74	0.84	0.76	0.94	0.82	0.89	0.75	0.86	0.91	0.67	43	32	43	36	34	26	18	17	62	51	47	42	59	44	36	31	32	29	344	230	
696	857	703	 600	6	0.89	0.07	0.83	0.91	0.97	0.98	0.91	0.88	0.88	0.89	0.94	0.73	60	50	56	51	37	36	42	41	70	64	41	36	49	43	47	42	31	29	424	311	
697	817	654	 600	7	0.87	0.07	0.87	0.85	0.92	0.98	0.84	0.87	0.84	0.87	0.97	0.70	55	48	40	34	62	57	43	42	57	48	45	39	58	49	60	52	32	31	365	254	
698	801	640	 600	9	0.86	0.08	0.82	0.87	0.87	0.94	0.85	1.00	0.78	0.86	0.94	0.70	62	51	60	52	53	46	51	48	54	46	39	39	54	42	43	37	47	44	338	235	
699	824	641	 600	3	0.86	0.08	0.84	0.85	0.95	0.90	0.83	0.91	0.78	0.90	0.93	0.67	51	43	26	22	37	35	50	45	66	55	53	48	64	50	49	44	43	40	385	259	
700	491	416	 600	3	0.86	0.07	0.80	0.85	0.85	0.88	0.81	1.00	0.82	0.91	0.94	0.74	51	41	46	39	61	52	48	42	68	55	33	33	50	41	43	39	34	32	57	42	
701	439	401	 600	3	0.92	0.05	0.85	1.00	0.90	0.93	0.87	1.00	0.85	0.96	0.96	0.89	48	41	38	38	58	52	28	26	52	45	42	42	62	53	48	46	28	27	35	31	
702	478	446	 600	6	0.94	0.05	0.95	0.93	0.88	0.98	0.90	0.97	0.86	0.95	1.00	1.00	64	61	42	39	59	52	50	49	63	57	30	29	63	54	43	41	33	33	31	31	
703	490	453	 600	1	0.93	0.04	0.92	0.89	0.85	0.97	0.91	0.95	0.90	0.92	0.97	1.00	73	67	38	34	62	53	38	37	56	51	44	42	51	46	51	47	31	30	46	46	
704	518	479	 600	4	0.93	0.05	0.91	0.91	0.87	0.96	0.92	0.98	0.85	0.91	0.97	1.00	55	50	57	52	62	54	53	51	62	57	53	52	61	52	34	31	38	37	43	43	
705	544	533	 600	6	0.98	0.02	0.97	1.00	0.97	1.00	0.96	1.00	0.95	0.98	1.00	1.00	63	61	40	40	62	60	51	51	67	64	57	57	66	63	60	59	26	26	52	52	
706	508	508	 600	2	1.00	0.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	71	71	57	57	63	63	48	48	58	58	59	59	52	52	28	28	35	35	37	37	
